molecular class	DOID	disease name	clinic classification
C2-7	DOID:2479	central nervous system origin vertigo	Diseases_of_the_ear_and_mastoid_process
C2-7	DOID:9220	central sleep apnea	Diseases_of_the_eye_and_adnexa
C2-7	DOID:4362	cervical cancer	Neoplasms
C2-7	DOID:2893	cervix carcinoma	Neoplasms
C2-7	DOID:4947	cholangiocarcinoma	Neoplasms
C2-7	DOID:784	chronic kidney disease	Diseases_of_the_genitourinary_system
C2-7	DOID:1076	chronic pyelonephritis	Diseases_of_the_genitourinary_system
C2-7	DOID:11036	chronic rapidly progressive glomerulonephritis	Diseases_of_the_genitourinary_system
C2-7	DOID:235	colonic benign neoplasm	Neoplasms
C2-7	DOID:3393	coronary artery disease	Diseases_of_the_circulatory_system
C2-7	DOID:3144	cutis laxa	Congenital_malformations,_deformations_and_chromosomal_abnormalities
C2-7	DOID:3213	demyelinating disease	Diseases_of_the_nervous_system
C2-7	DOID:4	disease	Symptoms,_signs_and_abnormal_clinical_and_laboratory_findings,_not_elsewhere_classified
C2-7	DOID:0014667	disease of metabolism	Endocrine,_nutritional_and_metabolic_diseases
C2-7	DOID:10041	dysplastic nevus syndrome	Neoplasms
C2-7	DOID:12139	dysthymic disorder	Mental_and_behavioural_disorders
C2-7	DOID:8670	eating disorder	Mental_and_behavioural_disorders
C2-7	DOID:9588	encephalitis	Diseases_of_the_nervous_system
C2-7	DOID:1595	endogenous depression	Mental_and_behavioural_disorders
C2-7	DOID:5337	epulis	Diseases_of_the_digestive_system
C2-7	DOID:0050486	exanthem	Symptoms,_signs_and_abnormal_clinical_and_laboratory_findings,_not_elsewhere_classified
C2-7	DOID:1168	familial hyperlipidemia	Endocrine,_nutritional_and_metabolic_diseases
C2-7	DOID:2590	familial nephrotic syndrome	Diseases_of_the_genitourinary_system
C2-7	DOID:0111128	focal segmental glomerulosclerosis 1	Diseases_of_the_genitourinary_system
C2-7	DOID:0111129	focal segmental glomerulosclerosis 2	Diseases_of_the_genitourinary_system
C2-7	DOID:0111130	focal segmental glomerulosclerosis 5	Diseases_of_the_genitourinary_system
C2-7	DOID:0111131	focal segmental glomerulosclerosis 6	Diseases_of_the_genitourinary_system
C2-7	DOID:0111132	focal segmental glomerulosclerosis 7	Diseases_of_the_genitourinary_system
C2-7	DOID:0111133	focal segmental glomerulosclerosis 8	Diseases_of_the_genitourinary_system
C2-7	DOID:0111134	focal segmental glomerulosclerosis 9	Diseases_of_the_genitourinary_system
C2-7	DOID:3044	food allergy	Factors_influencing_health_status_and_contact_with_health_services
C2-7	DOID:11714	gestational diabetes	Pregnancy,_childbirth_and_the_puerperium
C2-7	DOID:1483	gingival disease	Diseases_of_the_digestive_system
C2-7	DOID:2752	glycogen storage disease II	Endocrine,_nutritional_and_metabolic_diseases
C2-7	DOID:11111	hydronephrosis	Diseases_of_the_genitourinary_system
C2-7	DOID:0050459	hyperphosphatemia	Endocrine,_nutritional_and_metabolic_diseases
C2-7	DOID:7998	hyperthyroidism	Endocrine,_nutritional_and_metabolic_diseases
C2-7	DOID:1390	hypobetalipoproteinemia	Endocrine,_nutritional_and_metabolic_diseases
C2-7	DOID:11705	impaired renal function disease	Diseases_of_the_genitourinary_system
C2-7	DOID:8719	in situ carcinoma	Neoplasms
C2-7	DOID:8469	influenza	Diseases_of_the_respiratory_system
C2-7	DOID:3669	intermittent claudication	Diseases_of_the_circulatory_system
C2-7	DOID:3572	intracranial sinus thrombosis	Diseases_of_the_circulatory_system
C2-7	DOID:11758	iron deficiency anemia	Diseases_of_the_blood_and_blood-forming_organs_and_certain_disorders_involving_the_immune_mechanism
C2-7	DOID:0060911	karyomegalic interstitial nephritis	Diseases_of_the_genitourinary_system
C2-7	DOID:161	keratosis	Diseases_of_the_skin_and_subcutaneous_tissue
C2-7	DOID:2973	kidney cortex necrosis	Diseases_of_the_genitourinary_system
C2-7	DOID:557	kidney disease	Diseases_of_the_genitourinary_system
C2-7	DOID:9622	kidney hypertrophy	Diseases_of_the_genitourinary_system
C2-7	DOID:3650	lactic acidosis	Endocrine,_nutritional_and_metabolic_diseases
C2-7	DOID:3146	lipid metabolism disorder	Endocrine,_nutritional_and_metabolic_diseases
C2-7	DOID:3571	liver cancer	Neoplasms
C2-7	DOID:409	liver disease	Diseases_of_the_digestive_system
C2-7	DOID:8472	localized scleroderma	Diseases_of_the_skin_and_subcutaneous_tissue
C2-7	DOID:9590	lower urinary tract calculus	Diseases_of_the_genitourinary_system
C2-7	DOID:3908	lung non-small cell carcinoma	Neoplasms
C2-7	DOID:2848	melancholia	Mental_and_behavioural_disorders
C2-7	DOID:1909	melanoma	Neoplasms
C2-7	DOID:10976	membranous glomerulonephritis	Diseases_of_the_genitourinary_system
C2-7	DOID:5998	microglandular adenosis	Diseases_of_the_genitourinary_system
C2-7	DOID:890	mitochondrial encephalomyopathy	Diseases_of_the_nervous_system
C2-7	DOID:699	mitochondrial myopathy	Diseases_of_the_nervous_system
C2-7	DOID:403	mouth disease	Certain_infectious_and_parasitic_diseases
C2-7	DOID:3030	mucinous adenocarcinoma	Neoplasms
C2-7	DOID:17	musculoskeletal system disease	Diseases_of_the_musculoskeletal_system_and_connective_tissue
C2-7	DOID:5844	myocardial infarction	Diseases_of_the_circulatory_system
C2-7	DOID:10952	nephritis	Diseases_of_the_genitourinary_system
C2-7	DOID:8712	neurofibromatosis	Congenital_malformations,_deformations_and_chromosomal_abnormalities
C2-7	DOID:2001	neuroma	Injury,_poisoning_and_certain_other_consequences_of_external_causes
C2-7	DOID:8869	neuromyelitis optica	Diseases_of_the_nervous_system
C2-7	DOID:4964	neurotic disorder	Mental_and_behavioural_disorders
C2-7	DOID:2512	nevoid basal cell carcinoma syndrome	Neoplasms
C2-7	DOID:0050742	nicotine dependence	Mental_and_behavioural_disorders
C2-7	DOID:8499	night blindness	Diseases_of_the_eye_and_adnexa
C2-7	DOID:9621	non-congenital cyst of kidney	Diseases_of_the_genitourinary_system
C2-7	DOID:13575	non-renal secondary hyperparathyroidism	Endocrine,_nutritional_and_metabolic_diseases
C2-7	DOID:374	nutrition disease	Endocrine,_nutritional_and_metabolic_diseases
C2-7	DOID:5113	nutritional deficiency disease	Endocrine,_nutritional_and_metabolic_diseases
C2-7	DOID:9970	obesity	Endocrine,_nutritional_and_metabolic_diseases
C2-7	DOID:10602	obsolete steatorrhea	Diseases_of_the_digestive_system
C2-7	DOID:2320	obstructive lung disease	Diseases_of_the_respiratory_system
C2-7	DOID:0050848	obstructive sleep apnea	Diseases_of_the_nervous_system
C2-7	DOID:2559	opiate dependence	Mental_and_behavioural_disorders
C2-7	DOID:1891	optic nerve disease	Diseases_of_the_eye_and_adnexa
C2-7	DOID:3341	osteitis fibrosa	Endocrine,_nutritional_and_metabolic_diseases
C2-7	DOID:591	phobic disorder	Mental_and_behavioural_disorders
C2-7	DOID:1532	pleural disease	Diseases_of_the_respiratory_system
C2-7	DOID:11716	prediabetes syndrome	Symptoms,_signs_and_abnormal_clinical_and_laboratory_findings,_not_elsewhere_classified
C2-7	DOID:10283	prostate cancer	Neoplasms
C2-7	DOID:9675	pulmonary emphysema	Diseases_of_the_respiratory_system
C2-7	DOID:2744	pyelitis	Diseases_of_the_genitourinary_system
C2-7	DOID:2743	pyeloureteritis cystica	Diseases_of_the_genitourinary_system
C2-7	DOID:4776	rapidly progressive glomerulonephritis	Diseases_of_the_genitourinary_system
C2-7	DOID:2972	renal artery obstruction	Diseases_of_the_genitourinary_system
C2-7	DOID:782	renal infectious disease	Diseases_of_the_genitourinary_system
C2-7	DOID:13068	renal osteodystrophy	Diseases_of_the_genitourinary_system
C2-7	DOID:14219	renal tubular acidosis	Diseases_of_the_genitourinary_system
C2-7	DOID:13025	retinopathy of prematurity	Diseases_of_the_eye_and_adnexa
C2-7	DOID:12466	secondary hyperparathyroidism	Endocrine,_nutritional_and_metabolic_diseases
C2-7	DOID:12465	secondary hyperparathyroidism of renal origin	Diseases_of_the_genitourinary_system
C2-7	DOID:11354	stone in bladder diverticulum	Diseases_of_the_genitourinary_system
C2-7	DOID:4676	uremia	Diseases_of_the_genitourinary_system
C2-7	DOID:9589	urethral calculus	Diseases_of_the_genitourinary_system
C2-7	DOID:5200	urinary tract obstruction	Diseases_of_the_genitourinary_system
C2-7	DOID:1555	urticaria	Diseases_of_the_skin_and_subcutaneous_tissue
C2-7	DOID:3480	uveal disease	Diseases_of_the_eye_and_adnexa
C2-8	DOID:9953	B- and T-cell mixed leukemia	Neoplasms
C2-8	DOID:12506	Bell's palsy	Diseases_of_the_nervous_system
C2-8	DOID:8584	Burkitt lymphoma	Neoplasms
C2-8	DOID:2935	Chediak-Higashi syndrome	Endocrine,_nutritional_and_metabolic_diseases
C2-8	DOID:14250	Down syndrome	Congenital_malformations,_deformations_and_chromosomal_abnormalities
C2-8	DOID:8651	Hodgkin's granuloma	Neoplasms
C2-8	DOID:8567	Hodgkin's lymphoma	Neoplasms
C2-8	DOID:8628	Hodgkin's lymphoma, lymphocytic depletion	Neoplasms
C2-8	DOID:8543	Hodgkin's lymphoma, lymphocytic-histiocytic predominance	Neoplasms
C2-8	DOID:8654	Hodgkin's lymphoma, mixed cellularity	Neoplasms
C2-8	DOID:8838	Hodgkin's lymphoma, nodular sclerosis	Neoplasms
C2-8	DOID:2571	Langerhans-cell histiocytosis	Neoplasms
C2-8	DOID:1703	Richter's syndrome	Neoplasms
C2-8	DOID:8541	Sezary's disease	Neoplasms
C2-8	DOID:715	T-cell leukemia	Neoplasms
C2-8	DOID:0060901	Waldenstroem's macroglobulinemia	Neoplasms
C2-8	DOID:6620	X-linked hyper IgM syndrome	Certain_infectious_and_parasitic_diseases
C2-8	DOID:5603	acute T cell leukemia	Neoplasms
C2-8	DOID:12603	acute leukemia	Neoplasms
C2-8	DOID:9952	acute lymphocytic leukemia	Neoplasms
C2-8	DOID:8864	acute monocytic leukemia	Neoplasms
C2-8	DOID:9119	acute myeloid leukemia	Neoplasms
C2-8	DOID:0060318	acute promyelocytic leukemia	Neoplasms
C2-8	DOID:299	adenocarcinoma	Neoplasms
C2-8	DOID:660	adrenal cortex cancer	Neoplasms
C2-8	DOID:5719	adrenal medulla cancer	Neoplasms
C2-8	DOID:0050523	adult T-cell leukemia	Neoplasms
C2-8	DOID:1035	aggressive NK-cell leukemia	Neoplasms
C2-8	DOID:9120	amyloidosis	Endocrine,_nutritional_and_metabolic_diseases
C2-8	DOID:2355	anemia	Diseases_of_the_blood_and_blood-forming_organs_and_certain_disorders_involving_the_immune_mechanism
C2-8	DOID:0111147	angioimmunoblastic T-cell lymphoma	Neoplasms
C2-8	DOID:8454	ariboflavinosis	Endocrine,_nutritional_and_metabolic_diseases
C2-8	DOID:0060597	atypical chronic myeloid leukemia	Neoplasms
C2-8	DOID:417	autoimmune hypersensitivity disease	Diseases_of_the_musculoskeletal_system_and_connective_tissue
C2-8	DOID:2645	benign mesothelioma	Neoplasms
C2-8	DOID:13725	beriberi	Endocrine,_nutritional_and_metabolic_diseases
C2-8	DOID:4960	bone marrow cancer	Neoplasms
C2-8	DOID:162	cancer	Neoplasms
C2-8	DOID:305	carcinoma	Neoplasms
C2-8	DOID:3620	central nervous system cancer	Neoplasms
C2-8	DOID:1040	chronic lymphocytic leukemia	Neoplasms
C2-8	DOID:8593	chronic monocytic leukemia	Neoplasms
C2-8	DOID:4352	ciliary body cancer	Neoplasms
C2-8	DOID:5675	cribriform carcinoma	Neoplasms
C2-8	DOID:1380	endometrial cancer	Neoplasms
C2-8	DOID:3720	extramedullary plasmacytoma	Neoplasms
C2-8	DOID:4903	granular cell carcinoma	Neoplasms
C2-8	DOID:285	hairy cell leukemia	Neoplasms
C2-8	DOID:14472	hantavirus pulmonary syndrome	Certain_infectious_and_parasitic_diseases
C2-8	DOID:0060125	heavy chain disease	Neoplasms
C2-8	DOID:74	hematopoietic system disease	Diseases_of_the_blood_and_blood-forming_organs_and_certain_disorders_involving_the_immune_mechanism
C2-8	DOID:0050120	hemophagocytic lymphohistiocytosis	Diseases_of_the_blood_and_blood-forming_organs_and_certain_disorders_involving_the_immune_mechanism
C2-8	DOID:3405	histiocytosis	Diseases_of_the_blood_and_blood-forming_organs_and_certain_disorders_involving_the_immune_mechanism
C2-8	DOID:2916	hypersensitivity reaction type IV disease	Neoplasms
C2-8	DOID:4706	infratentorial cancer	Neoplasms
C2-8	DOID:5295	intestinal disease	Diseases_of_the_digestive_system
C2-8	DOID:1799	islet cell tumor	Neoplasms
C2-8	DOID:0050458	juvenile myelomonocytic leukemia	Neoplasms
C2-8	DOID:263	kidney cancer	Neoplasms
C2-8	DOID:13579	kwashiorkor	Endocrine,_nutritional_and_metabolic_diseases
C2-8	DOID:1240	leukemia	Neoplasms
C2-8	DOID:811	lipodystrophy	Endocrine,_nutritional_and_metabolic_diseases
C2-8	DOID:3153	lipomatosis	Endocrine,_nutritional_and_metabolic_diseases
C2-8	DOID:1037	lymphocytic leukemia	Neoplasms
C2-8	DOID:0060058	lymphoma	Neoplasms
C2-8	DOID:0050747	lymphoplasmacytic lymphoma	Neoplasms
C2-8	DOID:9080	macroglobulinemia	Neoplasms
C2-8	DOID:2814	malignant neoplasm of acoustic nerve	Neoplasms
C2-8	DOID:12328	marasmus	Endocrine,_nutritional_and_metabolic_diseases
C2-8	DOID:9254	mast-cell leukemia	Neoplasms
C2-8	DOID:8761	megakaryocytic leukemia	Neoplasms
C2-8	DOID:8527	monocytic leukemia	Neoplasms
C2-8	DOID:4045	muscle cancer	Neoplasms
C2-8	DOID:8691	mycosis fungoides	Neoplasms
C2-8	DOID:0050908	myelodysplastic syndrome	Neoplasms
C2-8	DOID:4972	myelodysplastic/myeloproliferative neoplasm	Neoplasms
C2-8	DOID:8692	myeloid leukemia	Neoplasms
C2-8	DOID:8683	myeloid sarcoma	Neoplasms
C2-8	DOID:9261	nasopharynx carcinoma	Neoplasms
C2-8	DOID:10176	neuroretinitis	Diseases_of_the_eye_and_adnexa
C2-8	DOID:10747	obsolete lymphoid leukemia	Neoplasms
C2-8	DOID:8675	obsolete ymphosarcoma	Neoplasms
C2-8	DOID:13533	osteopetrosis	Congenital_malformations,_deformations_and_chromosomal_abnormalities
C2-8	DOID:1100	ovarian disease	Endocrine,_nutritional_and_metabolic_diseases
C2-8	DOID:906	peroxisomal disease	Endocrine,_nutritional_and_metabolic_diseases
C2-8	DOID:1785	pituitary cancer	Neoplasms
C2-8	DOID:9513	plasma cell leukemia	Neoplasms
C2-8	DOID:3721	plasmacytoma	Neoplasms
C2-8	DOID:0080210	primary mediastinal B-cell lymphoma	Neoplasms
C2-8	DOID:2883	prostatic adenoma	Neoplasms
C2-8	DOID:11801	protein-energy malnutrition	Endocrine,_nutritional_and_metabolic_diseases
C2-8	DOID:8455	pyridoxine deficiency anemia	Endocrine,_nutritional_and_metabolic_diseases
C2-8	DOID:2378	relapsing-remitting multiple sclerosis	Diseases_of_the_nervous_system
C2-8	DOID:4450	renal cell carcinoma	Neoplasms
C2-8	DOID:3612	retinitis	Diseases_of_the_eye_and_adnexa
C2-8	DOID:4840	sebaceous carcinoma	Neoplasms
C2-8	DOID:4015	spindle cell carcinoma	Neoplasms
C2-8	DOID:1659	supratentorial cancer	Neoplasms
C2-8	DOID:2095	sweat gland cancer	Neoplasms
C2-8	DOID:1588	thrombocytopenia	Diseases_of_the_blood_and_blood-forming_organs_and_certain_disorders_involving_the_immune_mechanism
C2-8	DOID:4929	tubular adenocarcinoma	Neoplasms
C2-8	DOID:363	uterine cancer	Neoplasms
C2-8	DOID:865	vasculitis	Diseases_of_the_musculoskeletal_system_and_connective_tissue
C2-9-1	DOID:0060674	catecholaminergic polymorphic ventricular tachycardia	Diseases_of_the_circulatory_system
C2-9-1	DOID:0060675	catecholaminergic polymorphic ventricular tachycardia 1	Diseases_of_the_circulatory_system
C2-9-1	DOID:0060676	catecholaminergic polymorphic ventricular tachycardia 2	Diseases_of_the_circulatory_system
C2-9-1	DOID:0060677	catecholaminergic polymorphic ventricular tachycardia 3	Diseases_of_the_circulatory_system
C2-9-1	DOID:0060678	catecholaminergic polymorphic ventricular tachycardia 4	Diseases_of_the_circulatory_system
C2-9-1	DOID:0060679	catecholaminergic polymorphic ventricular tachycardia 5	Diseases_of_the_circulatory_system
C2-9-2	DOID:630	genetic disease	Factors_influencing_health_status_and_contact_with_health_services
C2-9-2	DOID:2860	hemoglobinopathy	Diseases_of_the_blood_and_blood-forming_organs_and_certain_disorders_involving_the_immune_mechanism
C2-9-2	DOID:0050902	medulloblastoma	Neoplasms
C2-9-2	DOID:962	neurofibroma	Neoplasms
C2-9-2	DOID:3347	osteosarcoma	Neoplasms
C2-9-2	DOID:3165	skin benign neoplasm	Neoplasms
C2-9-2	DOID:4159	skin cancer	Neoplasms
C2-9-3	DOID:1440	Machado-Joseph disease	Diseases_of_the_nervous_system
C2-9-3	DOID:3490	Noonan syndrome	Congenital_malformations,_deformations_and_chromosomal_abnormalities
C2-9-3	DOID:14179	X-linked agammaglobulinemia	Diseases_of_the_blood_and_blood-forming_organs_and_certain_disorders_involving_the_immune_mechanism
C2-9-3	DOID:1574	alcohol use disorder	Mental_and_behavioural_disorders
C2-9-3	DOID:0060312	angular cheilitis	Diseases_of_the_digestive_system
C2-9-3	DOID:14755	argininosuccinic aciduria	Endocrine,_nutritional_and_metabolic_diseases
C2-9-3	DOID:1441	autosomal dominant cerebellar ataxia	Diseases_of_the_nervous_system
C2-9-3	DOID:0050700	cardiomyopathy	Diseases_of_the_circulatory_system
C2-9-3	DOID:1762	cheilitis	Diseases_of_the_digestive_system
C2-9-3	DOID:674	cleft palate	Congenital_malformations,_deformations_and_chromosomal_abnormalities
C2-9-3	DOID:12382	complex partial epilepsy	Diseases_of_the_nervous_system
C2-9-3	DOID:12995	conduct disorder	Mental_and_behavioural_disorders
C2-9-3	DOID:9743	diabetic neuropathy	Endocrine,_nutritional_and_metabolic_diseases
C2-9-3	DOID:631	fibromyalgia	Diseases_of_the_musculoskeletal_system_and_connective_tissue
C2-9-3	DOID:2234	focal epilepsy	Diseases_of_the_nervous_system
C2-9-3	DOID:421	hair disease	Diseases_of_the_skin_and_subcutaneous_tissue
C2-9-3	DOID:10969	hemiplegia	Diseases_of_the_nervous_system
C2-9-3	DOID:10763	hypertension	Diseases_of_the_circulatory_system
C2-9-3	DOID:11759	hypochromic anemia	Diseases_of_the_blood_and_blood-forming_organs_and_certain_disorders_involving_the_immune_mechanism
C2-9-3	DOID:3315	lipoma	Neoplasms
C2-9-3	DOID:11981	morbid obesity	Endocrine,_nutritional_and_metabolic_diseases
C2-9-3	DOID:9655	oral mucosa leukoplakia	Diseases_of_the_digestive_system
C2-9-3	DOID:4989	pancreatitis	Diseases_of_the_digestive_system
C2-9-3	DOID:9277	primary cerebellar degeneration	Diseases_of_the_nervous_system
C2-9-3	DOID:14268	sclerosing cholangitis	Diseases_of_the_digestive_system
C2-9-3	DOID:0060249	scoliosis	Diseases_of_the_musculoskeletal_system_and_connective_tissue
C2-9-3	DOID:9098	sebaceous gland disease	Diseases_of_the_skin_and_subcutaneous_tissue
C2-9-3	DOID:1272	telangiectasis	Diseases_of_the_circulatory_system
C2-9-4	DOID:11315	African histoplasmosis	Diseases_of_the_respiratory_system
C2-9-4	DOID:9245	Alagille syndrome	Congenital_malformations,_deformations_and_chromosomal_abnormalities
C2-9-4	DOID:0050434	Andersen-Tawil syndrome	Diseases_of_the_circulatory_system
C2-9-4	DOID:1932	Angelman syndrome	Congenital_malformations,_deformations_and_chromosomal_abnormalities
C2-9-4	DOID:0050432	Asperger syndrome	Mental_and_behavioural_disorders
C2-9-4	DOID:5572	Beckwith-Wiedemann syndrome	Congenital_malformations,_deformations_and_chromosomal_abnormalities
C2-9-4	DOID:13241	Behcet's disease	Diseases_of_the_musculoskeletal_system_and_connective_tissue
C2-9-4	DOID:0050451	Brugada syndrome	Diseases_of_the_circulatory_system
C2-9-4	DOID:0110218	Brugada syndrome 1	Diseases_of_the_circulatory_system
C2-9-4	DOID:0110219	Brugada syndrome 2	Diseases_of_the_circulatory_system
C2-9-4	DOID:0110220	Brugada syndrome 3	Diseases_of_the_circulatory_system
C2-9-4	DOID:0110221	Brugada syndrome 4	Diseases_of_the_circulatory_system
C2-9-4	DOID:0110222	Brugada syndrome 5	Diseases_of_the_circulatory_system
C2-9-4	DOID:0110223	Brugada syndrome 6	Diseases_of_the_circulatory_system
C2-9-4	DOID:0110224	Brugada syndrome 7	Diseases_of_the_circulatory_system
C2-9-4	DOID:0110225	Brugada syndrome 8	Diseases_of_the_circulatory_system
C2-9-4	DOID:0110226	Brugada syndrome 9	Diseases_of_the_circulatory_system
C2-9-4	DOID:11512	Budd-Chiari syndrome	Diseases_of_the_circulatory_system
C2-9-4	DOID:0111035	CADASIL 1	Mental_and_behavioural_disorders
C2-9-4	DOID:0111036	CADASIL 2	Mental_and_behavioural_disorders
C2-9-4	DOID:0060218	CREST syndrome	Diseases_of_the_musculoskeletal_system_and_connective_tissue
C2-9-4	DOID:11577	Cauda equina syndrome	Diseases_of_the_nervous_system
C2-9-4	DOID:10595	Charcot-Marie-Tooth disease	Diseases_of_the_nervous_system
C2-9-4	DOID:8515	Cor pulmonale	Diseases_of_the_circulatory_system
C2-9-4	DOID:14107	De Quervain disease	Diseases_of_the_musculoskeletal_system_and_connective_tissue
C2-9-4	DOID:0050699	Dent disease	Diseases_of_the_genitourinary_system
C2-9-4	DOID:10507	Dressler's syndrome	Diseases_of_the_circulatory_system
C2-9-4	DOID:4329	Erdheim-Chester disease	Endocrine,_nutritional_and_metabolic_diseases
C2-9-4	DOID:1381	Fox-Fordyce disease	Diseases_of_the_skin_and_subcutaneous_tissue
C2-9-4	DOID:11119	Gilles de la Tourette syndrome	Mental_and_behavioural_disorders
C2-9-4	DOID:0050450	Gitelman syndrome	Diseases_of_the_genitourinary_system
C2-9-4	DOID:9808	Goodpasture syndrome	Diseases_of_the_musculoskeletal_system_and_connective_tissue
C2-9-4	DOID:12858	Huntington's disease	Diseases_of_the_nervous_system
C2-9-4	DOID:0090103	Huntington's disease-like 1	Diseases_of_the_nervous_system
C2-9-4	DOID:0090104	Huntington's disease-like 2	Diseases_of_the_nervous_system
C2-9-4	DOID:0050144	Kartagener syndrome	Congenital_malformations,_deformations_and_chromosomal_abnormalities
C2-9-4	DOID:13378	Kawasaki disease	Diseases_of_the_musculoskeletal_system_and_connective_tissue
C2-9-4	DOID:12217	Lewy body dementia	Diseases_of_the_nervous_system
C2-9-4	DOID:3012	Li-Fraumeni syndrome	Factors_influencing_health_status_and_contact_with_health_services
C2-9-4	DOID:396	Loeffler endocarditis	Diseases_of_the_circulatory_system
C2-9-4	DOID:13087	Lown-Ganong-Levine syndrome	Diseases_of_the_circulatory_system
C2-9-4	DOID:3883	Lynch syndrome	Factors_influencing_health_status_and_contact_with_health_services
C2-9-4	DOID:14323	Marfan syndrome	Congenital_malformations,_deformations_and_chromosomal_abnormalities
C2-9-4	DOID:1858	McCune Albright syndrome	Congenital_malformations,_deformations_and_chromosomal_abnormalities
